,education,capital-loss,hours-per-week,race,gender,workclass,educational-num,fnlwgt,age,occupation,capital-gain,marital-status,relationship,income,race,gender,age
17943,Bachelors,0,40,White,Male,Private,13,184378,43,Prof-specialty,0,Never-married,Not-in-family,<=50K,White,Male,43
7938,9th,0,40,Black,Male,Federal-gov,5,332194,24,Adm-clerical,0,Never-married,Other-relative,<=50K,Black,Male,24
18507,HS-grad,0,40,White,Female,Private,9,270577,30,Adm-clerical,0,Separated,Unmarried,<=50K,White,Female,30
20306,HS-grad,0,40,White,Male,Private,9,222434,44,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,44
25125,Some-college,0,30,Asian-Pac-Islander,Male,Private,10,100669,24,Handlers-cleaners,0,Never-married,Own-child,<=50K,Asian-Pac-Islander,Male,24
47970,HS-grad,1741,52,White,Female,Private,9,191088,28,Other-service,0,Divorced,Not-in-family,<=50K,White,Female,28
7927,HS-grad,0,40,White,Female,Private,9,107425,46,Sales,0,Divorced,Not-in-family,<=50K,White,Female,46
17486,Masters,0,40,White,Male,Self-emp-inc,14,113544,61,Sales,0,Married-civ-spouse,Husband,>50K,White,Male,61
27545,Some-college,0,50,White,Male,Private,10,191983,57,Protective-serv,0,Married-civ-spouse,Husband,<=50K,White,Male,57
19595,11th,0,40,Black,Male,Private,7,161676,47,Transport-moving,0,Never-married,Not-in-family,<=50K,Black,Male,47
12007,Some-college,0,40,White,Female,Self-emp-not-inc,10,155496,54,Other-service,2176,Never-married,Unmarried,<=50K,White,Female,54
11491,HS-grad,0,40,White,Male,Private,9,143436,21,Transport-moving,0,Never-married,Not-in-family,<=50K,White,Male,21
40378,HS-grad,0,40,White,Male,Private,9,389942,19,Sales,0,Never-married,Not-in-family,<=50K,White,Male,19
489,Some-college,0,40,White,Male,Private,10,313817,20,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,20
45866,Bachelors,0,38,White,Male,State-gov,13,178686,46,Prof-specialty,0,Married-civ-spouse,Husband,>50K,White,Male,46
44986,Masters,0,40,White,Female,Federal-gov,14,48102,59,Prof-specialty,0,Never-married,Not-in-family,>50K,White,Female,59
31424,Some-college,0,20,White,Female,Private,10,339767,43,Other-service,0,Married-civ-spouse,Wife,>50K,White,Female,43
568,Assoc-voc,2377,65,White,Male,Self-emp-not-inc,11,25124,58,Farming-fishing,0,Married-civ-spouse,Husband,<=50K,White,Male,58
22659,Prof-school,0,60,White,Male,Self-emp-inc,15,155664,48,Prof-specialty,0,Married-civ-spouse,Husband,>50K,White,Male,48
26119,Bachelors,0,27,Black,Female,Private,13,249720,37,Adm-clerical,0,Never-married,Unmarried,<=50K,Black,Female,37
37483,Some-college,0,35,White,Female,Private,10,183083,22,Machine-op-inspct,0,Never-married,Not-in-family,<=50K,White,Female,22
6842,HS-grad,0,50,White,Male,Private,9,239409,36,Farming-fishing,0,Divorced,Not-in-family,<=50K,White,Male,36
1350,HS-grad,0,12,White,Male,Private,9,70021,18,Handlers-cleaners,0,Never-married,Own-child,<=50K,White,Male,18
2802,Some-college,0,40,White,Male,Federal-gov,10,112008,35,Tech-support,0,Married-civ-spouse,Husband,<=50K,White,Male,35
44366,Bachelors,0,55,White,Male,Private,13,226696,32,Exec-managerial,0,Never-married,Not-in-family,>50K,White,Male,32
26764,HS-grad,0,35,White,Male,Private,9,102828,53,Exec-managerial,0,Married-civ-spouse,Husband,>50K,White,Male,53
34996,11th,0,50,White,Male,Private,7,105817,28,Exec-managerial,0,Married-civ-spouse,Husband,>50K,White,Male,28
15579,Bachelors,0,40,White,Male,Private,13,226696,30,Sales,0,Married-civ-spouse,Husband,>50K,White,Male,30
14808,Some-college,0,58,White,Male,Private,10,197947,30,Sales,0,Divorced,Not-in-family,<=50K,White,Male,30
23126,Assoc-voc,0,40,White,Female,Private,11,213975,58,Prof-specialty,0,Widowed,Not-in-family,<=50K,White,Female,58
48716,HS-grad,0,40,White,Male,Private,9,175128,25,Transport-moving,0,Married-civ-spouse,Husband,<=50K,White,Male,25
25710,Bachelors,0,40,White,Male,Private,13,170017,27,Prof-specialty,0,Married-civ-spouse,Husband,<=50K,White,Male,27
27514,Bachelors,0,50,White,Male,Private,13,165001,50,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,50
1264,HS-grad,0,40,White,Female,Private,9,127573,39,Adm-clerical,0,Never-married,Not-in-family,<=50K,White,Female,39
13273,Some-college,0,40,White,Male,Private,10,329425,30,Machine-op-inspct,0,Married-civ-spouse,Husband,<=50K,White,Male,30
9803,Some-college,0,40,White,Male,Private,10,182342,23,Craft-repair,0,Never-married,Own-child,<=50K,White,Male,23
9835,HS-grad,0,50,White,Male,Private,9,218781,27,Handlers-cleaners,0,Married-civ-spouse,Husband,<=50K,White,Male,27
2588,HS-grad,0,40,White,Female,Private,9,234259,24,Adm-clerical,0,Never-married,Other-relative,<=50K,White,Female,24
38461,Bachelors,0,50,White,Male,Local-gov,13,190020,44,Prof-specialty,0,Married-civ-spouse,Husband,<=50K,White,Male,44
34127,Bachelors,0,45,White,Male,Self-emp-inc,13,304906,43,Sales,0,Married-civ-spouse,Husband,>50K,White,Male,43
25484,Assoc-acdm,0,40,White,Female,Private,12,197182,21,Prof-specialty,0,Never-married,Not-in-family,<=50K,White,Female,21
689,Some-college,0,40,White,Male,Local-gov,10,198478,22,Protective-serv,0,Married-civ-spouse,Husband,<=50K,White,Male,22
1829,Some-college,0,40,White,Male,Private,10,235108,47,Craft-repair,5178,Married-civ-spouse,Husband,>50K,White,Male,47
28492,Some-college,0,10,White,Male,Private,10,269474,22,Adm-clerical,0,Never-married,Own-child,<=50K,White,Male,22
1974,HS-grad,0,80,White,Male,Private,9,240979,34,Craft-repair,0,Separated,Unmarried,<=50K,White,Male,34
44716,HS-grad,0,40,White,Female,Private,9,185452,20,Adm-clerical,0,Never-married,Own-child,<=50K,White,Female,20
14946,Bachelors,0,45,White,Male,Private,13,187046,35,Exec-managerial,0,Never-married,Not-in-family,<=50K,White,Male,35
37732,Masters,0,65,White,Male,Self-emp-inc,14,155983,53,Sales,0,Married-civ-spouse,Husband,>50K,White,Male,53
29026,Some-college,0,50,White,Male,Private,10,306646,39,Sales,3103,Married-civ-spouse,Husband,>50K,White,Male,39
8737,HS-grad,0,40,White,Male,Private,9,36296,42,Transport-moving,0,Divorced,Not-in-family,<=50K,White,Male,42
39146,HS-grad,0,40,White,Male,Private,9,357437,61,Other-service,0,Married-civ-spouse,Husband,<=50K,White,Male,61
42876,HS-grad,0,40,White,Male,Private,9,165930,38,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,38
19769,Bachelors,1669,50,White,Female,Private,13,117833,26,Exec-managerial,0,Never-married,Not-in-family,<=50K,White,Female,26
43396,Some-college,0,40,White,Male,Private,10,411587,28,Protective-serv,0,Never-married,Own-child,<=50K,White,Male,28
42029,Some-college,0,35,White,Male,?,10,77665,21,?,0,Never-married,Own-child,<=50K,White,Male,21
39241,HS-grad,0,1,Black,Male,Private,9,184135,21,Machine-op-inspct,0,Never-married,Own-child,<=50K,Black,Male,21
35789,HS-grad,0,60,White,Male,Private,9,118337,29,Transport-moving,0,Married-civ-spouse,Husband,<=50K,White,Male,29
5656,HS-grad,0,50,White,Female,Private,9,110732,40,Adm-clerical,0,Never-married,Own-child,<=50K,White,Female,40
421,HS-grad,0,40,White,Female,Private,9,150309,33,Craft-repair,0,Divorced,Not-in-family,<=50K,White,Female,33
46465,Some-college,0,40,White,Female,Private,10,312157,25,Prof-specialty,0,Never-married,Not-in-family,<=50K,White,Female,25
47536,Bachelors,0,37,White,Male,Private,13,69132,27,Tech-support,0,Never-married,Not-in-family,<=50K,White,Male,27
21064,Some-college,0,16,White,Male,Private,10,278870,19,Handlers-cleaners,0,Never-married,Own-child,<=50K,White,Male,19
37012,Bachelors,0,40,White,Female,Private,13,317378,32,Exec-managerial,10520,Never-married,Own-child,>50K,White,Female,32
22860,Assoc-voc,0,40,White,Female,Private,11,39609,34,Adm-clerical,0,Divorced,Unmarried,<=50K,White,Female,34
19816,HS-grad,0,36,Black,Male,Private,9,174732,18,Other-service,0,Never-married,Other-relative,<=50K,Black,Male,18
31437,Some-college,0,40,White,Female,Private,10,90222,40,Sales,0,Never-married,Not-in-family,<=50K,White,Female,40
23379,Some-college,0,20,White,Female,Private,10,182975,32,Tech-support,0,Never-married,Not-in-family,<=50K,White,Female,32
30835,Bachelors,0,55,White,Male,Private,13,70720,59,Sales,0,Divorced,Not-in-family,>50K,White,Male,59
5134,11th,0,15,White,Female,?,7,42894,32,?,0,Married-civ-spouse,Wife,<=50K,White,Female,32
20741,Some-college,0,30,White,Female,?,10,168873,29,?,0,Divorced,Unmarried,<=50K,White,Female,29
19275,Bachelors,0,60,White,Male,Self-emp-not-inc,13,361888,35,Sales,0,Married-civ-spouse,Husband,<=50K,White,Male,35
22583,Some-college,0,39,White,Male,Private,10,324546,33,Machine-op-inspct,0,Married-civ-spouse,Husband,<=50K,White,Male,33
33229,Bachelors,0,36,White,Female,Private,13,29732,27,Prof-specialty,4865,Never-married,Not-in-family,<=50K,White,Female,27
1658,5th-6th,0,40,White,Male,Private,3,332689,20,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,20
18237,HS-grad,0,40,White,Male,Private,9,213720,68,Sales,0,Married-civ-spouse,Husband,<=50K,White,Male,68
25213,Some-college,0,20,White,Male,Private,10,249727,22,Transport-moving,0,Never-married,Own-child,<=50K,White,Male,22
23521,HS-grad,0,40,White,Male,Private,9,49092,26,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,26
48303,HS-grad,0,40,White,Female,Private,9,33397,38,Sales,0,Divorced,Unmarried,<=50K,White,Female,38
15378,HS-grad,0,60,White,Male,Self-emp-not-inc,9,188069,39,Farming-fishing,0,Married-civ-spouse,Husband,>50K,White,Male,39
33251,Bachelors,0,53,White,Male,Private,13,79874,46,Exec-managerial,0,Married-civ-spouse,Husband,>50K,White,Male,46
19899,HS-grad,0,40,White,Male,Private,9,354201,17,Other-service,0,Never-married,Own-child,<=50K,White,Male,17
15933,Some-college,0,15,Asian-Pac-Islander,Female,Private,10,136440,21,Sales,0,Never-married,Own-child,<=50K,Asian-Pac-Islander,Female,21
19264,HS-grad,0,30,White,Male,Self-emp-not-inc,9,149168,55,Farming-fishing,0,Married-civ-spouse,Husband,<=50K,White,Male,55
45265,Some-college,0,40,White,Male,Private,10,181820,24,Adm-clerical,0,Never-married,Own-child,<=50K,White,Male,24
23251,HS-grad,0,40,White,Female,Local-gov,9,96554,40,Adm-clerical,0,Never-married,Own-child,<=50K,White,Female,40
37679,Bachelors,0,40,White,Female,Federal-gov,13,202560,47,Exec-managerial,0,Married-civ-spouse,Wife,>50K,White,Female,47
5775,HS-grad,0,45,White,Male,Private,9,139684,37,Machine-op-inspct,0,Divorced,Not-in-family,<=50K,White,Male,37
47691,HS-grad,0,40,White,Male,Private,9,329852,24,Machine-op-inspct,0,Never-married,Not-in-family,<=50K,White,Male,24
29153,HS-grad,0,40,White,Male,Private,9,114251,39,Craft-repair,0,Married-civ-spouse,Husband,>50K,White,Male,39
38091,Assoc-voc,0,40,White,Male,Private,11,189203,21,Protective-serv,0,Never-married,Not-in-family,<=50K,White,Male,21
37471,Masters,0,40,White,Female,Local-gov,14,213019,42,Prof-specialty,0,Never-married,Not-in-family,>50K,White,Female,42
3958,Some-college,0,40,White,Female,Private,10,93762,19,Adm-clerical,0,Never-married,Not-in-family,<=50K,White,Female,19
1001,HS-grad,1977,25,White,Female,Private,9,111558,49,Adm-clerical,0,Married-civ-spouse,Wife,>50K,White,Female,49
47258,Bachelors,0,50,White,Male,?,13,248876,44,?,0,Divorced,Not-in-family,<=50K,White,Male,44
33142,Some-college,0,25,White,Male,Private,10,312653,69,Sales,0,Married-civ-spouse,Husband,<=50K,White,Male,69
6041,Assoc-acdm,0,40,White,Male,Private,12,146659,40,Prof-specialty,0,Never-married,Not-in-family,<=50K,White,Male,40
46951,7th-8th,0,35,White,Female,Private,4,205100,50,Other-service,0,Married-civ-spouse,Wife,<=50K,White,Female,50
37084,Masters,0,60,White,Male,?,14,351161,40,?,0,Married-civ-spouse,Husband,>50K,White,Male,40
10848,HS-grad,1902,40,White,Male,Local-gov,9,306352,25,Protective-serv,0,Married-civ-spouse,Husband,>50K,White,Male,25
46368,10th,0,40,Black,Male,Private,6,293984,26,Craft-repair,0,Married-civ-spouse,Own-child,<=50K,Black,Male,26
14446,Bachelors,1977,40,White,Male,Private,13,80149,57,Exec-managerial,0,Married-civ-spouse,Husband,>50K,White,Male,57
3891,HS-grad,0,40,White,Male,Private,9,170017,34,Craft-repair,0,Divorced,Own-child,<=50K,White,Male,34
35425,HS-grad,0,40,White,Female,Private,9,133328,37,Sales,0,Divorced,Unmarried,<=50K,White,Female,37
38541,Masters,0,43,White,Male,Local-gov,14,204470,31,Prof-specialty,0,Never-married,Not-in-family,<=50K,White,Male,31
2976,HS-grad,0,20,White,Male,Private,9,62834,52,Machine-op-inspct,0,Married-civ-spouse,Husband,>50K,White,Male,52
8659,HS-grad,0,40,White,Female,Local-gov,9,248263,36,Prof-specialty,0,Never-married,Not-in-family,<=50K,White,Female,36
22703,HS-grad,0,40,White,Female,Private,9,228057,44,Adm-clerical,0,Separated,Not-in-family,<=50K,White,Female,44
14868,HS-grad,0,46,White,Male,Local-gov,9,203051,33,Adm-clerical,0,Never-married,Own-child,<=50K,White,Male,33
36698,Masters,2201,60,Asian-Pac-Islander,Male,Self-emp-inc,14,23510,42,Exec-managerial,0,Divorced,Unmarried,>50K,Asian-Pac-Islander,Male,42
6777,HS-grad,0,40,White,Male,Private,9,210013,43,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,43
6369,HS-grad,0,40,White,Male,Self-emp-inc,9,224357,65,Sales,0,Married-civ-spouse,Husband,<=50K,White,Male,65
29376,Masters,0,50,White,Male,?,14,321086,42,?,0,Married-civ-spouse,Husband,<=50K,White,Male,42
36033,HS-grad,0,40,White,Male,Private,9,178615,32,Craft-repair,2407,Married-civ-spouse,Husband,<=50K,White,Male,32
18486,HS-grad,0,40,Black,Female,Private,9,211668,47,Machine-op-inspct,0,Married-civ-spouse,Wife,>50K,Black,Female,47
43483,Some-college,0,40,White,Male,Private,10,104359,37,Handlers-cleaners,0,Married-civ-spouse,Husband,<=50K,White,Male,37
6683,Bachelors,1876,50,White,Male,Private,13,220104,27,Sales,0,Never-married,Not-in-family,<=50K,White,Male,27
29677,10th,0,40,White,Male,Private,6,209538,31,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,31
44831,Bachelors,1902,40,White,Male,Private,13,110970,43,Prof-specialty,0,Married-civ-spouse,Husband,>50K,White,Male,43
3625,Assoc-voc,0,70,White,Male,Self-emp-not-inc,11,36989,39,Transport-moving,0,Married-civ-spouse,Husband,>50K,White,Male,39
39380,10th,0,40,White,Female,?,6,327462,20,?,0,Divorced,Not-in-family,<=50K,White,Female,20
12756,Some-college,0,30,White,Male,Private,10,82067,23,Craft-repair,0,Never-married,Own-child,<=50K,White,Male,23
41116,Bachelors,0,38,White,Male,Private,13,162238,52,Prof-specialty,0,Married-civ-spouse,Husband,>50K,White,Male,52
9027,HS-grad,0,48,White,Male,Private,9,200939,55,Craft-repair,0,Married-civ-spouse,Husband,>50K,White,Male,55
44254,Bachelors,0,20,White,Male,Private,13,548361,50,Tech-support,0,Married-civ-spouse,Husband,>50K,White,Male,50
38329,Assoc-voc,0,40,White,Male,Private,11,301637,31,Farming-fishing,0,Never-married,Own-child,<=50K,White,Male,31
16737,HS-grad,0,40,White,Female,Private,9,180374,30,Exec-managerial,0,Married-civ-spouse,Wife,<=50K,White,Female,30
12842,HS-grad,0,40,White,Female,State-gov,9,101562,34,Other-service,0,Never-married,Own-child,<=50K,White,Female,34
40295,Bachelors,0,42,White,Male,Private,13,202051,30,Exec-managerial,0,Married-civ-spouse,Husband,>50K,White,Male,30
22255,HS-grad,0,40,White,Male,Private,9,115784,49,Machine-op-inspct,0,Married-civ-spouse,Husband,<=50K,White,Male,49
39274,Some-college,0,40,White,Male,Private,10,247444,30,Machine-op-inspct,0,Married-civ-spouse,Husband,<=50K,White,Male,30
31644,5th-6th,0,40,White,Male,Private,3,106541,32,Other-service,0,Married-civ-spouse,Other-relative,<=50K,White,Male,32
4278,HS-grad,0,40,White,Male,Private,9,117299,58,Transport-moving,0,Married-civ-spouse,Husband,>50K,White,Male,58
35305,HS-grad,0,40,White,Male,Private,9,177057,27,Machine-op-inspct,0,Never-married,Not-in-family,<=50K,White,Male,27
2685,HS-grad,0,45,White,Male,Local-gov,9,323829,31,Protective-serv,0,Divorced,Other-relative,<=50K,White,Male,31
31989,Doctorate,0,60,Black,Male,Self-emp-inc,16,94606,49,Prof-specialty,0,Married-civ-spouse,Husband,>50K,Black,Male,49
31440,HS-grad,0,40,White,Male,Private,9,315804,54,Craft-repair,0,Divorced,Not-in-family,<=50K,White,Male,54
33815,HS-grad,0,60,White,Male,Private,9,54611,43,Transport-moving,0,Divorced,Not-in-family,<=50K,White,Male,43
26751,Some-college,0,50,White,Male,Self-emp-not-inc,10,171924,51,Sales,0,Married-civ-spouse,Husband,<=50K,White,Male,51
23165,Assoc-voc,0,44,White,Female,Private,11,200426,35,Prof-specialty,0,Married-spouse-absent,Unmarried,<=50K,White,Female,35
37858,HS-grad,2129,40,White,Male,Self-emp-not-inc,9,68899,37,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,37
19796,Bachelors,0,40,White,Female,Self-emp-not-inc,13,192236,62,Prof-specialty,0,Divorced,Not-in-family,>50K,White,Female,62
41850,5th-6th,0,15,White,Male,Self-emp-not-inc,3,144071,59,Other-service,2580,Married-civ-spouse,Husband,<=50K,White,Male,59
21457,HS-grad,0,26,White,Male,Private,9,159662,25,Sales,0,Married-civ-spouse,Own-child,>50K,White,Male,25
23982,Masters,0,60,White,Male,Private,14,245193,57,Exec-managerial,0,Married-civ-spouse,Husband,>50K,White,Male,57
17019,HS-grad,0,20,Black,Female,Private,9,156052,56,Other-service,594,Widowed,Unmarried,<=50K,Black,Female,56
4764,Some-college,0,60,White,Female,Private,10,193787,25,Prof-specialty,0,Never-married,Unmarried,<=50K,White,Female,25
7084,HS-grad,0,50,White,Male,Private,9,149218,49,Craft-repair,0,Divorced,Unmarried,<=50K,White,Male,49
30241,Bachelors,1902,55,White,Male,Self-emp-inc,13,140365,41,Exec-managerial,0,Married-civ-spouse,Husband,>50K,White,Male,41
13326,Masters,0,10,White,Male,?,14,194456,67,?,0,Married-civ-spouse,Husband,<=50K,White,Male,67
29487,Masters,0,60,White,Female,Local-gov,14,95855,36,Prof-specialty,0,Married-civ-spouse,Wife,>50K,White,Female,36
27771,Some-college,0,40,Black,Female,Private,10,218184,27,Adm-clerical,0,Never-married,Not-in-family,<=50K,Black,Female,27
8462,HS-grad,0,40,Black,Female,Private,9,201817,56,Machine-op-inspct,0,Widowed,Not-in-family,<=50K,Black,Female,56
6440,HS-grad,0,45,White,Male,Self-emp-not-inc,9,111971,42,Transport-moving,0,Married-civ-spouse,Husband,<=50K,White,Male,42
20802,10th,0,40,Black,Male,Private,6,146674,60,Handlers-cleaners,0,Married-civ-spouse,Husband,<=50K,Black,Male,60
2946,Masters,0,40,White,Male,Private,14,190911,29,Exec-managerial,0,Never-married,Not-in-family,<=50K,White,Male,29
10396,HS-grad,0,50,White,Male,Federal-gov,9,54377,18,Handlers-cleaners,0,Never-married,Own-child,<=50K,White,Male,18
1231,HS-grad,0,40,White,Male,Private,9,51700,35,Transport-moving,0,Married-civ-spouse,Husband,<=50K,White,Male,35
5397,HS-grad,0,45,White,Female,Private,9,88572,58,Adm-clerical,0,Divorced,Unmarried,<=50K,White,Female,58
25875,Some-college,0,40,White,Male,Local-gov,10,488706,41,Handlers-cleaners,0,Married-civ-spouse,Husband,<=50K,White,Male,41
24825,HS-grad,0,16,White,Male,Private,9,133503,33,Protective-serv,2635,Married-civ-spouse,Husband,<=50K,White,Male,33
32350,HS-grad,0,40,White,Male,Private,9,124924,44,Exec-managerial,0,Married-civ-spouse,Husband,<=50K,White,Male,44
9038,Prof-school,0,45,White,Male,Private,15,164416,81,Sales,0,Married-civ-spouse,Husband,>50K,White,Male,81
39548,Some-college,0,15,White,Female,?,10,440417,19,?,0,Never-married,Own-child,<=50K,White,Female,19
6124,12th,0,18,White,Female,Private,8,89160,17,Priv-house-serv,0,Never-married,Own-child,<=50K,White,Female,17
44754,Some-college,0,42,White,Male,Private,10,373185,31,Craft-repair,0,Never-married,Unmarried,<=50K,White,Male,31
45135,HS-grad,0,40,White,Male,Self-emp-not-inc,9,107410,37,Machine-op-inspct,0,Married-civ-spouse,Husband,<=50K,White,Male,37
27631,Bachelors,0,40,White,Male,Self-emp-not-inc,13,222374,45,Prof-specialty,0,Never-married,Not-in-family,<=50K,White,Male,45
240,HS-grad,0,35,White,Female,Local-gov,9,281412,25,Other-service,0,Never-married,Own-child,<=50K,White,Female,25
42283,Some-college,0,40,White,Male,Federal-gov,10,184007,50,Adm-clerical,0,Married-civ-spouse,Husband,<=50K,White,Male,50
18710,HS-grad,0,84,White,Male,Self-emp-not-inc,9,295127,36,Farming-fishing,0,Married-civ-spouse,Husband,<=50K,White,Male,36
24523,Bachelors,0,40,White,Female,Private,13,263831,29,Adm-clerical,0,Never-married,Own-child,<=50K,White,Female,29
47209,HS-grad,0,52,White,Male,Private,9,150057,37,Craft-repair,0,Married-civ-spouse,Husband,>50K,White,Male,37
30988,Doctorate,0,60,White,Male,Private,16,198759,45,Exec-managerial,0,Married-civ-spouse,Husband,<=50K,White,Male,45
46266,HS-grad,0,30,White,Male,Self-emp-not-inc,9,123598,49,Craft-repair,0,Never-married,Not-in-family,<=50K,White,Male,49
5279,Masters,0,56,Black,Male,State-gov,14,372130,39,Prof-specialty,5013,Married-civ-spouse,Husband,<=50K,Black,Male,39
21332,HS-grad,0,50,White,Male,Private,9,99185,52,Sales,7298,Married-civ-spouse,Husband,>50K,White,Male,52
223,HS-grad,0,40,White,Male,Self-emp-inc,9,311259,52,Sales,0,Married-civ-spouse,Husband,>50K,White,Male,52
11963,Some-college,0,30,White,Female,Private,10,129240,20,Sales,0,Never-married,Own-child,<=50K,White,Female,20
32831,Assoc-acdm,0,40,Black,Female,Private,12,137296,28,Other-service,0,Never-married,Not-in-family,<=50K,Black,Female,28
34945,HS-grad,0,40,White,Male,Private,9,167159,47,Machine-op-inspct,4650,Divorced,Not-in-family,<=50K,White,Male,47
43895,Prof-school,0,30,White,Male,Self-emp-not-inc,15,168048,63,Prof-specialty,0,Married-civ-spouse,Husband,<=50K,White,Male,63
16042,10th,0,25,White,Male,Private,6,168807,17,Other-service,0,Never-married,Own-child,<=50K,White,Male,17
25550,HS-grad,0,45,White,Male,Private,9,95336,36,Tech-support,0,Married-civ-spouse,Husband,>50K,White,Male,36
3682,Some-college,0,25,White,Female,Private,10,218183,18,Sales,0,Never-married,Own-child,<=50K,White,Female,18
36553,Some-college,0,45,White,Female,Private,10,143175,65,Sales,0,Widowed,Other-relative,<=50K,White,Female,65
10673,10th,0,25,White,Female,?,6,45037,17,?,0,Never-married,Own-child,<=50K,White,Female,17
19244,HS-grad,0,85,White,Male,Self-emp-not-inc,9,29814,37,Farming-fishing,0,Never-married,Own-child,<=50K,White,Male,37
22663,Some-college,0,65,White,Male,Self-emp-inc,10,189933,58,Exec-managerial,0,Married-civ-spouse,Husband,>50K,White,Male,58
44631,HS-grad,0,40,Black,Female,Private,9,180837,23,Machine-op-inspct,0,Never-married,Own-child,<=50K,Black,Female,23
20002,Bachelors,0,55,White,Male,Private,13,112561,38,Exec-managerial,0,Married-civ-spouse,Husband,>50K,White,Male,38
12487,Doctorate,0,50,White,Male,Private,16,195844,50,Exec-managerial,13550,Never-married,Not-in-family,>50K,White,Male,50
2590,Assoc-voc,0,45,White,Female,Private,11,204567,51,Adm-clerical,0,Divorced,Unmarried,<=50K,White,Female,51
1944,Some-college,0,60,White,Male,?,10,228326,20,?,0,Never-married,Own-child,<=50K,White,Male,20
42618,Some-college,0,40,White,Male,Local-gov,10,334039,45,Exec-managerial,0,Married-civ-spouse,Husband,>50K,White,Male,45
35954,Bachelors,0,40,White,Female,Local-gov,13,33373,46,Prof-specialty,0,Divorced,Unmarried,<=50K,White,Female,46
3258,Masters,0,16,White,Male,State-gov,14,271807,44,Prof-specialty,0,Divorced,Not-in-family,<=50K,White,Male,44
25307,Assoc-voc,0,40,White,Male,Private,11,312771,38,Sales,0,Married-civ-spouse,Husband,>50K,White,Male,38
35401,HS-grad,0,45,White,Male,Private,9,54772,49,Craft-repair,3103,Married-civ-spouse,Husband,>50K,White,Male,49
13730,Bachelors,0,50,White,Male,Private,13,219155,42,Sales,15024,Married-civ-spouse,Husband,>50K,White,Male,42
1461,Some-college,0,40,White,Female,Private,10,86681,27,Sales,0,Divorced,Not-in-family,<=50K,White,Female,27
15494,12th,0,15,White,Female,Private,8,100863,18,Sales,0,Never-married,Own-child,<=50K,White,Female,18
24809,Some-college,0,40,White,Female,Private,10,151364,64,Adm-clerical,0,Never-married,Not-in-family,<=50K,White,Female,64
25032,HS-grad,0,65,White,Male,Self-emp-not-inc,9,442612,27,Sales,0,Married-civ-spouse,Husband,>50K,White,Male,27
44468,Some-college,0,40,White,Male,Private,10,499197,29,Prof-specialty,0,Married-civ-spouse,Husband,<=50K,White,Male,29
35184,Bachelors,0,40,Black,Female,Local-gov,13,337867,26,Prof-specialty,0,Never-married,Own-child,<=50K,Black,Female,26
34480,HS-grad,0,50,White,Male,Private,9,62374,31,Prof-specialty,0,Married-civ-spouse,Husband,<=50K,White,Male,31
33498,Some-college,0,65,White,Male,Private,10,190709,24,Transport-moving,0,Married-civ-spouse,Husband,<=50K,White,Male,24
13078,HS-grad,0,35,White,Female,Private,9,221078,25,Sales,0,Never-married,Not-in-family,<=50K,White,Female,25
28367,HS-grad,0,40,White,Female,Private,9,167711,66,Sales,0,Widowed,Not-in-family,>50K,White,Female,66
23662,Some-college,0,25,White,Female,Private,10,148709,20,Prof-specialty,0,Never-married,Unmarried,<=50K,White,Female,20
44091,Masters,0,40,White,Male,Private,14,37394,56,Exec-managerial,0,Married-civ-spouse,Husband,<=50K,White,Male,56
36354,HS-grad,0,20,White,Male,Without-pay,9,172949,65,Transport-moving,2414,Married-civ-spouse,Husband,<=50K,White,Male,65
10682,Some-college,0,15,White,Female,Private,10,178759,18,Sales,0,Never-married,Own-child,<=50K,White,Female,18
41427,HS-grad,0,80,White,Male,Private,9,75012,44,Farming-fishing,0,Married-civ-spouse,Husband,<=50K,White,Male,44
47662,HS-grad,0,50,White,Male,Private,9,27153,30,Handlers-cleaners,0,Never-married,Not-in-family,<=50K,White,Male,30
24658,Bachelors,0,50,White,Male,Private,13,163847,43,Farming-fishing,0,Married-civ-spouse,Husband,>50K,White,Male,43
15683,11th,0,30,White,Female,?,7,334105,24,?,0,Never-married,Not-in-family,<=50K,White,Female,24
8051,Bachelors,0,45,White,Male,Private,13,248754,33,Prof-specialty,0,Married-civ-spouse,Husband,<=50K,White,Male,33
36383,7th-8th,1602,35,White,Male,Private,4,194287,39,Other-service,0,Never-married,Own-child,<=50K,White,Male,39
30143,Bachelors,0,40,Asian-Pac-Islander,Male,Private,13,209912,45,Exec-managerial,0,Married-civ-spouse,Husband,>50K,Asian-Pac-Islander,Male,45
5202,Some-college,0,10,White,Male,Private,10,140001,21,Adm-clerical,0,Never-married,Own-child,<=50K,White,Male,21
46896,Some-college,0,40,White,Female,?,10,65372,29,?,0,Divorced,Unmarried,<=50K,White,Female,29
3912,Bachelors,0,16,White,Female,Private,13,215423,27,Adm-clerical,0,Divorced,Unmarried,<=50K,White,Female,27
